name,email,date_of_birth,mobile_no,failure_reason
Destiny Johns,Destiny_Johns@hayes.com,12/01/1973,8923 3575,invalid_mobile
Kimberly Davis MD,Kimberly_Davis@lopez.biz,03/22/1967,67776,invalid_mobile
Andrea Collins,Andrea_Collins@cook-valdez.biz,1951-06-30,3889705,invalid_mobile
James Tate,James_Tate@whitney.com,08/22/2011,500415,invalid_mobile;below_18
Kimberly Schneider,Kimberly_Schneider@todd.com,08/26/1958,3243304,invalid_mobile
Jennifer Smith,Jennifer_Smith@long.com,12/16/1968,97691,invalid_mobile
Jonathan Davis,Jonathan_Davis@marshall-brown.info,04/07/2002,8848001,invalid_mobile
Michelle Ortega,Michelle_Ortega@horn.com,2013/11/11,522393,invalid_mobile;below_18
Robert Thomas,Robert_Thomas@thompson.biz,1967-02-04,401721,invalid_mobile
Adrian Cochran,Adrian_Cochran@logan.biz,1966-07-15,278349,invalid_mobile
Christian Mcintosh,Christian_Mcintosh@jordan.com,11-09-1974,71006,invalid_mobile
Deanna Torres,Deanna_Torres@green-thomas.com,25-03-1975,3145255,invalid_mobile
Lisa Lucero,Lisa_Lucero@scott.biz,2006/04/11,98953759,below_18
Nicole Francis,Nicole_Francis@williams.org,1992/10/08,13966,invalid_mobile
Deborah Miller,Deborah_Miller@henderson-vaughn.com,2003/12/26,4638446,invalid_mobile
Karen Boyd,Karen_Boyd@carr-campbell.net,12/04/1998,67366,invalid_mobile
Danielle Johnson,Danielle_Johnson@boone.com,1978-02-10,274263,invalid_mobile
James Hawkins MD,James_Hawkins@rose.com,1997-07-05,8654920,invalid_mobile
Sarah Chapman,Sarah_Chapman@mccarthy-morales.biz,1955/03/11,2438360,invalid_mobile
Suzanne Medina,Suzanne_Medina@huber-taylor.com,1974/05/23,532395,invalid_mobile
Jennifer Glass,Jennifer_Glass@medina.com,06/16/1961,544407,invalid_mobile
Stacy Willis,Stacy_Willis@west.com,2018/06/01,551079,invalid_mobile;below_18
Anna Mendoza,Anna_Mendoza@sanchez.biz,15-12-1971,21351,invalid_mobile
Danielle Cain,Danielle_Cain@browning.com,2008-01-30,7839238,invalid_mobile;below_18
Carla Jones,Carla_Jones@long-hernandez.biz,2017/06/08,292611,invalid_mobile;below_18
Jennifer Davis,Jennifer_Davis@nguyen.com,10/18/1993,7251 3603,invalid_mobile
Matthew Diaz,Matthew_Diaz@ortiz.com,2004/04/29,19038407,below_18
Matthew Valdez,Matthew_Valdez@ruiz.com,09/19/1995,61781,invalid_mobile
Jared Myers,Jared_Myers@massey-johnson.com,10/05/1966,978675,invalid_mobile
Jason Davis,Jason_Davis@hernandez.com,1955-02-22,26161,invalid_mobile
William Valdez,William_Valdez@woods-parsons.com,1952-04-24,278529,invalid_mobile
Mark Bridges,Mark_Bridges@cook.com,1997/05/31,5602738,invalid_mobile
Mr. Andrew Rivera,Andrew_Rivera@mooney.com,06-09-1983,79406,invalid_mobile
Scott Martinez,Scott_Martinez@brennan.com,11/20/1964,587475,invalid_mobile
Christopher Lloyd,Christopher_Lloyd@schmidt.com,1955/07/04,3775024,invalid_mobile
Denise York,Denise_York@yates.com,1970-04-05,408765,invalid_mobile
Susan Hartman,Susan_Hartman@madden.org,1987-09-03,8863387,invalid_mobile
Tonya Reed,Tonya_Reed@coleman-lopez.com,21-04-1951,3277310,invalid_mobile
Michael Wilkinson,Michael_Wilkinson@mcknight.net,2012-07-31,8533904,invalid_mobile;below_18
Richard Reyes,Richard_Reyes@alvarez.org,11-06-1960,71956,invalid_mobile
Evan Smith,Evan_Smith@potter-gallagher.com,1994/04/23,95421,invalid_mobile
Victoria Jones,Victoria_Jones@farrell.com,1959/09/07,336225,invalid_mobile
Cheryl Moore,Cheryl_Moore@williams.com,1970/12/31,26631,invalid_mobile
Joshua Pittman,Joshua_Pittman@leon.net,1953/04/28,347115,invalid_mobile
Mary Cooper,Mary_Cooper@walker-green.info,1976-10-17,2522570,invalid_mobile
Jessica Delgado,Jessica_Delgado@curtis.com,1969/07/12,3637180,invalid_mobile
Brian Pearson,Brian_Pearson@jackson-smith.com,26-01-2017,96690271,below_18
Kathryn Lamb,Kathryn_Lamb@stephens.biz,2000-01-23,6065158,invalid_mobile
Jordan Cruz,Jordan_Cruz@clark-dickerson.com,03/23/1958,4235 5435,invalid_mobile
Brenda Wright,Brenda_Wright@simpson.com,2011/12/07,77651,invalid_mobile;below_18
Samuel Dyer,Samuel_Dyer@howard.com,26-11-1981,436557,invalid_mobile
Brian Bryant,Brian_Bryant@mejia.com,13-09-2015,40782655,below_18
Ms. Kimberly Wood,Kimberly_Wood@jordan-walsh.com,05/18/1994,9412705,invalid_mobile
Brittany Garcia DDS,Brittany_Garcia@hobbs.com,2008-07-05,38240231,below_18
Trevor Byrd,Trevor_Byrd@cooke.com,14-07-2009,54940471,below_18
Larry Herrera,Larry_Herrera@mata-bean.biz,08-12-2014,6943546,invalid_mobile;below_18
Joseph Owens,Joseph_Owens@white.com,1970/01/25,12326,invalid_mobile
Miss Amber Burnett,Amber_Burnett@gill.com,1955-10-12,1402451,invalid_mobile
Jason Malone,Jason_Malone@allen.com,05/03/1955,4727 8299,invalid_mobile
Jordan Pugh,Jordan_Pugh@villanueva.com,1990-09-17,768951,invalid_mobile
Daniel Welch,Daniel_Welch@riggs.com,1967/12/19,301227,invalid_mobile
Tiffany Marquez,Tiffany_Marquez@rodriguez-kennedy.com,1988/05/01,307749,invalid_mobile
Christopher Smith,Christopher_Smith@moody.com,2015-02-08,33940167,below_18
Johnathan Weeks,Johnathan_Weeks@white-reynolds.com,1960-11-23,9087359,invalid_mobile
Jeffrey Thompson,Jeffrey_Thompson@jacobs.com,02/13/1994,621921,invalid_mobile
William Ward,William_Ward@butler.org,1955/02/14,3145129,invalid_mobile
Kristin Bauer,Kristin_Bauer@gray.biz,06/17/1989,5371 6731,invalid_mobile
Maria Johnson,Maria_Johnson@brady.info,18-01-2004,78511,invalid_mobile;below_18
Carlos Adams,Carlos_Adams@bennett.biz,1975-05-21,230403,invalid_mobile
Colleen Garner,Colleen_Garner@lee.com,09/18/1991,503157,invalid_mobile
Nicole Miller,Nicole_Miller@murphy.com,2013-12-21,49761,invalid_mobile;below_18
Nancy Frazier,Nancy_Frazier@jenkins.org,1968/09/13,7272938,invalid_mobile
Martin Morris,Martin_Morris@garcia.com,08/10/1993,4719 3651,invalid_mobile
Robin Jones,Robin_Jones@conley-garcia.com,1969-10-01,470853,invalid_mobile
Jonathan Terrell,Jonathan_Terrell@hess.net,04/30/1991,765633,invalid_mobile
Jeffrey Marshall,Jeffrey_Marshall@robertson-rice.com,17-07-1970,48701,invalid_mobile
Kelly Smith DDS,Kelly_Smith@pacheco.com,1984/09/23,250851,invalid_mobile
Heidi Vazquez,Heidi_Vazquez@pham-flores.net,16-06-2001,38361,invalid_mobile
Sarah George,Sarah_George@jones.com,1967/10/03,2730792,invalid_mobile
Erik Reynolds,Erik_Reynolds@peterson-watson.com,1956/02/26,86966,invalid_mobile
Jamie Barker,Jamie_Barker@lawson.info,1996-11-07,2855231,invalid_mobile
Samantha Jimenez,Samantha_Jimenez@valdez.com,1960/08/21,33156,invalid_mobile
Lisa Crawford,Lisa_Crawford@moore-hunt.com,1953-12-01,299709,invalid_mobile
Andrew Carter,Andrew_Carter@west.com,03/16/1957,895503,invalid_mobile
Suzanne Goodwin,Suzanne_Goodwin@travis-rose.com,1962/10/22,70286,invalid_mobile
Amanda Navarro DVM,Amanda_Navarro@young-edwards.com,1959-10-02,349239,invalid_mobile
Michelle Jones,Michelle_Jones@barton.com,1953/09/22,65856,invalid_mobile
Jeffrey Santos,Jeffrey_Santos@frost-brown.biz,2001/10/30,987273,invalid_mobile
Michael Holland,Michael_Holland@russell.com,1963/01/12,9403178,invalid_mobile
Elizabeth Cardenas,Elizabeth_Cardenas@cline.info,23-07-1979,89341,invalid_mobile
Theodore Roberts,Theodore_Roberts@russell-hawkins.org,12/14/1957,39616,invalid_mobile
Ms. Katrina Zamora,Katrina_Zamora@williams.com,24-06-2000,95031,invalid_mobile
Elizabeth Garcia,Elizabeth_Garcia@hernandez-duke.net,1958-08-30,1715085,invalid_mobile
Julie Johnson,Julie_Johnson@rodriguez-davis.org,31-10-1981,897843,invalid_mobile
Shelby Jackson DDS,Shelby_Jackson@jordan-reynolds.com,08-03-1991,695247,invalid_mobile
Krystal Boyle,Krystal_Boyle@guerrero-garza.com,1975/04/17,232443,invalid_mobile
Garrett Clark,Garrett_Clark@jackson.com,2018-04-15,72070583,below_18
Jeremy Anderson,Jeremy_Anderson@lopez.org,07/22/1994,41431,invalid_mobile
Christina Brown,Christina_Brown@vaughn-paul.org,06/24/2002,55691,invalid_mobile
Madison Dunn,Madison_Dunn@mendez-lynch.com,1969-06-26,393705,invalid_mobile
George Barry,George_Barry@cummings.com,1999/05/18,1545370,invalid_mobile
Dr. Michael Green,Michael_Green@robles-adams.com,1965-10-12,555471,invalid_mobile
Jason Medina,Jason_Medina@flores.com,2003/02/12,2069985,invalid_mobile
Ashley Solis,Ashley_Solis@dixon.org,04-01-1990,62826,invalid_mobile
Sarah French,Sarah_French@wright.biz,07/16/1981,1491 1411,invalid_mobile
Stephanie White,Stephanie_White@stephens-brewer.com,07/29/1997,2753976,invalid_mobile
Joshua Miller,Joshua_Miller@wilcox-watts.com,29-05-1975,97026,invalid_mobile
Cory Cummings,Cory_Cummings@bauer.net,2004-11-04,60366,invalid_mobile;below_18
Jennifer Nguyen,Jennifer_Nguyen@henderson.com,1998-08-17,3734809,invalid_mobile
Eric Williams,Eric_Williams@steele-snyder.com,09/18/1986,334395,invalid_mobile
Maurice Stewart,Maurice_Stewart@montgomery-hood.net,1998-04-20,27021,invalid_mobile
Michael Kelly,Michael_Kelly@short.net,1971/06/27,85986,invalid_mobile
Bruce Smith,Bruce_Smith@sanchez.biz,2009/09/13,70440903,below_18
Elizabeth Conner,Elizabeth_Conner@richardson-carter.com,18-01-2016,859377,invalid_mobile;below_18
John Drake,John_Drake@houston.com,08/11/1969,806769,invalid_mobile
Bethany Acosta,Bethany_Acosta@adams-garcia.biz,26-09-1992,8589547,invalid_mobile
Christine Campbell,Christine_Campbell@white.info,10/28/1982,2999 6463,invalid_mobile
Carolyn Estrada,Carolyn_Estrada@alexander.org,2014-06-07,30101,invalid_mobile;below_18
Michael Wilson,Michael_Wilson@richards.biz,01-05-2006,5756150,invalid_mobile;below_18
Elizabeth Cooper,Elizabeth_Cooper@contreras-luna.com,21-09-1985,404697,invalid_mobile
Tonya Moore,Tonya_Moore@rodriguez.com,1959-11-03,868035,invalid_mobile
Alexandra Woods,Alexandra_Woods@reed.com,26-10-2014,86526,invalid_mobile;below_18
Heather Bonilla,Heather_Bonilla@morgan.org,1958/04/04,486717,invalid_mobile
Matthew Wilson,Matthew_Wilson@mann.com,1972/02/08,654141,invalid_mobile
Justin Hamilton,Justin_Hamilton@robinson-reese.com,07/25/1987,115089,invalid_mobile
Jordan Brown,Jordan_Brown@jones.com,1962/05/10,51951,invalid_mobile
Sharon Hill,Sharon_Hill@walton.net,02/20/1976,4528749,invalid_mobile
Michael Anderson,Michael_Anderson@singh-davis.info,06/21/1953,5145253,invalid_mobile
David Roberson,David_Roberson@cortez-torres.net,1974/10/02,130635,invalid_mobile
Jacob Burns,Jacob_Burns@santiago.com,1973-05-18,35531,invalid_mobile
Lauren Guzman,Lauren_Guzman@silva-robinson.com,07/25/1983,29666,invalid_mobile
Joseph Davis,Joseph_Davis@jordan.net,11/07/2017,8681464,invalid_mobile;below_18
Kevin Pope,Kevin_Pope@mejia.info,07-06-1961,62651,invalid_mobile
William Vargas,William_Vargas@mosley-rosales.com,1961-05-22,1462259,invalid_mobile
Daniel Garcia,Daniel_Garcia@hughes-arnold.com,01/31/1973,594207,invalid_mobile
Timothy Evans,Timothy_Evans@douglas-gray.net,07-03-2004,21273015,below_18
Brian Vega,Brian_Vega@peterson.biz,23-01-1979,4993010,invalid_mobile
Jacob Mcdonald,Jacob_Mcdonald@howell-russell.com,11/11/1995,88426,invalid_mobile
Kathleen Harris,Kathleen_Harris@meyers.com,1989-12-16,948549,invalid_mobile
Robert Mcconnell,Robert_Mcconnell@reese.com,06-08-2004,3774604,invalid_mobile;below_18
Julie Hall,Julie_Hall@johnson.com,1955-07-24,77331,invalid_mobile
Tracy Williams,Tracy_Williams@donovan.com,1988-05-05,5008410,invalid_mobile
Gina Zimmerman,Gina_Zimmerman@curtis-douglas.info,1982/08/13,8829171,invalid_mobile
Emily Oneal,Emily_Oneal@gutierrez.com,01/18/1958,4915 2079,invalid_mobile
Sarah Hernandez,Sarah_Hernandez@pennington-johnson.com,2009-10-26,2730624,invalid_mobile;below_18
David Jones,David_Jones@floyd.com,02-03-1997,542211,invalid_mobile
Paula Hill,Paula_Hill@porter.com,24-12-2004,908349,invalid_mobile;below_18
David Morrow,David_Morrow@johnson.com,01/26/2006,32346,invalid_mobile;below_18
Lisa White,Lisa_White@evans.net,03-09-1978,1564158,invalid_mobile
James Patrick,James_Patrick@caldwell.com,28-11-1986,89681,invalid_mobile
Joshua Farrell,Joshua_Farrell@rogers.net,2005-10-27,770337,invalid_mobile;below_18
Kathryn Parker,Kathryn_Parker@abbott.com,2012/12/24,88781,invalid_mobile;below_18
Tracy Elliott,Tracy_Elliott@rhodes-thomas.com,1964/05/10,7749624,invalid_mobile
Joshua Green,Joshua_Green@hernandez.com,2010-03-09,791325,invalid_mobile;below_18
Sean Sullivan,Sean_Sullivan@phillips.com,1996/04/22,9789788,invalid_mobile
Jessica Castillo,Jessica_Castillo@roberts.com,06/11/1969,985455,invalid_mobile
Thomas Garza,Thomas_Garza@kirby-greer.info,1999/03/09,427953,invalid_mobile
Michael Harvey,Michael_Harvey@jackson.com,2007-02-02,69986,invalid_mobile;below_18
Edward Ramos,Edward_Ramos@garcia.com,08-04-2016,1164115,invalid_mobile;below_18
Joanne Foster,Joanne_Foster@villanueva.com,2007/06/23,85271,invalid_mobile;below_18
Andrew Fisher,Andrew_Fisher@boone.net,02/24/1987,64966,invalid_mobile
John Gonzales,John_Gonzales@mcfarland.com,1991/10/15,55756,invalid_mobile
Christine Cohen,Christine_Cohen@rich-bell.com,06/21/1994,8023 2231,invalid_mobile
Grace Olson,Grace_Olson@miller.net,10-01-2017,38611,invalid_mobile;below_18
Daniel Gutierrez,Daniel_Gutierrez@santana-bryan.com,11/03/1957,9379 9931,invalid_mobile
Sarah Joseph,Sarah_Joseph@moore-hendrix.net,2002-08-07,9215935,invalid_mobile
Jennifer Scott,Jennifer_Scott@wagner.com,2012/09/07,3252439,invalid_mobile;below_18
Stephen Little,Stephen_Little@clark-morales.org,03/09/1989,8124509,invalid_mobile
Matthew Garcia,Matthew_Garcia@osborne.com,2000/11/07,3897895,invalid_mobile
Abigail Fritz,Abigail_Fritz@williams-jackson.com,08/09/2017,5463 8703,invalid_mobile;below_18
John Todd,John_Todd@valentine.com,1968-11-22,973155,invalid_mobile
Martha Williams,Martha_Williams@murphy.com,1997/08/04,6623877,invalid_mobile
Kimberly Peters,Kimberly_Peters@cox.com,1964-07-27,72051,invalid_mobile
Robert Donaldson,Robert_Donaldson@gonzalez.com,05/07/2000,3041263,invalid_mobile
Matthew Smith,Matthew_Smith@moore-hoffman.com,01/18/2018,1416129,invalid_mobile;below_18
Leslie Taylor,Leslie_Taylor@white-reed.org,1957-06-23,7613082,invalid_mobile
Antonio Hancock,Antonio_Hancock@woods-kemp.com,04/26/1984,9785686,invalid_mobile
Eric Williams,Eric_Williams@welch.com,2000/11/30,1921837,invalid_mobile
Dr. Patricia Hall,Patricia_Hall@harrell.com,03/14/2011,15901,invalid_mobile;below_18
Christian Lopez,Christian_Lopez@thomas.com,1987-11-08,246747,invalid_mobile
Timothy Scott,Timothy_Scott@nelson.org,1994/01/12,569751,invalid_mobile
Jessica James,Jessica_James@peck-webb.com,05/18/1986,561585,invalid_mobile
Stephanie Sandoval,Stephanie_Sandoval@johnson-may.biz,03-08-1953,450387,invalid_mobile
Jessica Larsen,Jessica_Larsen@mcfarland.org,1961-06-10,862719,invalid_mobile
Francisco Holland,Francisco_Holland@tanner.org,16-06-1986,2121547,invalid_mobile
Donna Morrow,Donna_Morrow@smith-romero.com,25-04-1968,2814561,invalid_mobile
Ashley Browning,Ashley_Browning@jenkins-mann.biz,27-10-2006,54581,invalid_mobile;below_18
Beth Rivera,Beth_Rivera@franco.com,09/12/1952,652701,invalid_mobile
Catherine Morris,Catherine_Morris@schwartz-warren.com,02/21/1953,205569,invalid_mobile
Amy Smith,Amy_Smith@short.info,02/18/2015,7864165,invalid_mobile;below_18
Jennifer Jenkins,Jennifer_Jenkins@holland-ward.com,06/09/1965,393435,invalid_mobile
William Serrano,William_Serrano@beck-johnson.info,1981/01/18,93901,invalid_mobile
Matthew Deleon,Matthew_Deleon@hughes-fox.com,30-06-2006,121545,invalid_mobile;below_18
Rhonda Marshall,Rhonda_Marshall@johnson-cowan.net,02-09-1965,40036,invalid_mobile
Alexa Bond,Alexa_Bond@miller.com,1973/07/18,67021,invalid_mobile
Sarah Soto,Sarah_Soto@clarke-chapman.com,1995-04-24,4749844,invalid_mobile
Sean Harris,Sean_Harris@kim.com,1982/12/03,212109,invalid_mobile
Edward Smith,Edward_Smith@diaz.info,15-08-1987,9982204,invalid_mobile
Jerry Bennett,Jerry_Bennett@mann.org,06/30/1998,539325,invalid_mobile
Justin Beck,Justin_Beck@munoz-ward.com,2015/10/02,50133583,below_18
Alexander Castro,Alexander_Castro@bass.com,08/21/2008,42796,invalid_mobile;below_18
Andrea Russell,Andrea_Russell@king.com,11/12/2018,87646,invalid_mobile;below_18
Kristina Hogan,Kristina_Hogan@james.org,04/20/1988,14481,invalid_mobile
Kimberly Harris,Kimberly_Harris@parks-martinez.org,20-07-1954,3437113,invalid_mobile
Melissa Le DVM,Melissa_Le@harris.com,2012/12/30,97788279,below_18
Thomas Thomas,Thomas_Thomas@kennedy.com,1972/02/20,2629894,invalid_mobile
Wendy Giles,Wendy_Giles@snow-yang.info,1986-08-10,73286,invalid_mobile
Jessica Wilson,Jessica_Wilson@sims-mcneil.biz,2010-07-10,88945703,below_18
Daniel Le,Daniel_Le@vega.com,1966/03/06,5379543,invalid_mobile
John Torres,John_Torres@lewis.com,15-12-1964,396033,invalid_mobile
James Hall,James_Hall@montgomery-hawkins.com,10/24/1986,4726667,invalid_mobile
Melissa Perez,Melissa_Perez@wiggins.com,1986-08-04,93411,invalid_mobile
Rachel Goodwin,Rachel_Goodwin@deleon.com,2006-11-06,530019,invalid_mobile;below_18
Kimberly Owens,Kimberly_Owens@baker-ferguson.org,16-12-1958,5051859,invalid_mobile
Omar Wilcox,Omar_Wilcox@chase-bailey.info,06/10/1967,6475204,invalid_mobile
Tiffany Cannon,Tiffany_Cannon@keller.org,06/16/1971,4779 8639,invalid_mobile
Matthew Snyder,Matthew_Snyder@best-graham.com,10-08-1965,193071,invalid_mobile
Morgan Malone,Morgan_Malone@shaw.com,30-09-1964,8598346,invalid_mobile
Ronald Mendez,Ronald_Mendez@bright-parker.com,07-02-1958,2771448,invalid_mobile
Brian Butler,Brian_Butler@martinez.com,05-07-1968,12156,invalid_mobile
Rachel Rogers,Rachel_Rogers@buck-evans.org,1982/06/03,5534026,invalid_mobile
Kyle Murphy,Kyle_Murphy@gonzalez-allen.biz,2006-02-08,70541,invalid_mobile;below_18
John Adams,John_Adams@castro.com,14-07-2001,14676,invalid_mobile
Charles Walter,Charles_Walter@thomas.net,1993-08-02,786915,invalid_mobile
Jessica Reid,Jessica_Reid@valencia.com,1970-06-21,1860944,invalid_mobile
Todd Brady,Todd_Brady@hicks.biz,1955-09-24,747213,invalid_mobile
Carolyn Gomez,Carolyn_Gomez@miller.com,07/11/1960,977571,invalid_mobile
Matthew Davis,Matthew_Davis@bishop.org,06/04/1975,2484140,invalid_mobile
Tamara Smith,Tamara_Smith@palmer.com,05/28/2011,2495438,invalid_mobile;below_18
Jessica Whitaker,Jessica_Whitaker@hubbard.info,2001/07/10,99586,invalid_mobile
Lynn Kaufman,Lynn_Kaufman@velez-perez.info,01/13/1950,202287,invalid_mobile
Kristin Edwards,Kristin_Edwards@short.com,06/03/1982,2243 5107,invalid_mobile
Eduardo Patrick,Eduardo_Patrick@wright.info,2001-06-13,5470438,invalid_mobile
Matthew Duncan,Matthew_Duncan@garcia.org,1985/09/26,64701,invalid_mobile
Marcia Ramos,Marcia_Ramos@cox.biz,1987-04-23,4163139,invalid_mobile
Jesse Chambers,Jesse_Chambers@green.com,1979-06-06,64521,invalid_mobile
Paul Hill,Paul_Hill@farrell.biz,1980-10-14,85491,invalid_mobile
Kristen Kirk,Kristen_Kirk@ayers.com,08/23/1959,9799 3751,invalid_mobile
Gina Henderson,Gina_Henderson@phillips.com,1955/04/04,516621,invalid_mobile
Jesse Wright,Jesse_Wright@banks.com,25-11-1989,6472677,invalid_mobile
Christina Gibbs,Christina_Gibbs@miller.net,03/26/1973,871479,invalid_mobile
Jacqueline Miller,Jacqueline_Miller@church.com,10/01/2008,4681391,invalid_mobile;below_18
Tracy Lopez,Tracy_Lopez@macdonald.org,12/12/1952,2878996,invalid_mobile
Victoria Jones,Victoria_Jones@higgins.com,2002-04-12,88811,invalid_mobile
Gabriel Rose,Gabriel_Rose@mccormick.com,1990-05-30,191229,invalid_mobile
Melanie Perry,Melanie_Perry@miller.com,1977/06/11,297159,invalid_mobile
Alison Valdez,Alison_Valdez@ward-smith.net,15-05-2015,17886,invalid_mobile;below_18
Benjamin Coleman,Benjamin_Coleman@lopez-preston.com,06-06-2005,72616,invalid_mobile;below_18
Alex Baker,Alex_Baker@kelly.com,2012-04-23,34292983,below_18
Peter Alexander,Peter_Alexander@martinez.com,11-05-1999,29401,invalid_mobile
Katie Chang,Katie_Chang@riley.com,1959/07/09,40506,invalid_mobile
Victoria Stafford,Victoria_Stafford@green.com,07/18/1993,96501,invalid_mobile
Tyler Lopez,Tyler_Lopez@harvey.com,12/29/2010,6462814,invalid_mobile;below_18
Heather Downs,Heather_Downs@payne.biz,03-01-1970,65651,invalid_mobile
Ruth Carrillo,Ruth_Carrillo@paul.com,09/05/1979,4375 1451,invalid_mobile
Ronald Shaffer,Ronald_Shaffer@moses.net,1969-06-18,52796,invalid_mobile
Jacob Stephenson,Jacob_Stephenson@larson-stevenson.net,11/11/1954,7535 9427,invalid_mobile
Samantha Johnson,Samantha_Johnson@rich.net,1975-05-17,318165,invalid_mobile
Carlos Washington,Carlos_Washington@evans.com,23-01-2007,58466,invalid_mobile;below_18
Stephanie Burnett,Stephanie_Burnett@price.net,02/19/1973,8889217,invalid_mobile
Donna Hancock,Donna_Hancock@blake-bridges.net,31-01-2017,19776,invalid_mobile;below_18
Courtney Hudson,Courtney_Hudson@mcintosh.net,1960-04-26,2145613,invalid_mobile
Sylvia Sexton,Sylvia_Sexton@robinson.com,1993-01-10,77446,invalid_mobile
David Jordan,David_Jordan@miller.com,1993/02/08,2661877,invalid_mobile
Todd Ward,Todd_Ward@elliott-ryan.com,2001-10-25,160557,invalid_mobile
William Powell,William_Powell@harrell.com,07/21/1967,7183 2243,invalid_mobile
Kenneth Martin,Kenneth_Martin@hunt.net,1981-11-08,4504487,invalid_mobile
Andrew Cox,Andrew_Cox@lin.org,08/22/1979,2815331,invalid_mobile
